Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
COMTD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COPB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COPG	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COPS3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COPS5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CORO1C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CORO2A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CORO7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COTL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COX15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COX17	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COX18	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COX5A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
COX7A2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CPM	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CPNE8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CPSF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRAMP1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRAT	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRBN	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CREBZF	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CREG1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRIP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRLF3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CRY1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CSAD	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CSRNP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CSRP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CST3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CSTF2T	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CSTF3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CTBP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CTBS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CTSC	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CTSF	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CTXN1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CUGBP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CUTA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CUX1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CXCL2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CYB561	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CYCS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CYP2R1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CYP51A1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
CYTH3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DALRD3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DAP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DARS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DBP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DBR1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCAF12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCAF16	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCBLD2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCDC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCLRE1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCLRE1C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCP1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCP1B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCPS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCTPP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DCUN1D2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDB1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDRGK1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX31	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX39	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX51	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX56	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DDX59	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DEDD	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DENND1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DENND2C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DERL2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DERL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DFFA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DFNB31	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DGAT1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DGCR6L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHCR24	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHDDS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHFRL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHPS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHRS11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHRS12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHRS13	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHRS3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHRS7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHX15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHX29	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DHX33	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIABLO	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DICER1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIDO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIDO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIMT1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIRAS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DIXDC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DKFZp761E198	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DLEU2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DLL4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAH3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJA2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC11	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC17	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC27	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DNAJC9	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DOCK3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DOHH	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DOLK	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DOM3Z	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DONSON	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DONSON	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DONSON	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPH2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPM1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPM2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPP7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPP9	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DPY30	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DRD4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DSCC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DSCR3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DTNB	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DTNBP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DUOX1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DUS1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DUS4L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DUSP7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DYM	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DYNC1LI1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
DYNC1LI2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
E2F1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
E2F2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
E2F6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
E2F7	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EBPL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ECH1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ECHS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ECM1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EDEM3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EDF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EEA1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EEF1G	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFCAB6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFEMP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFHA1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFNA1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFNA5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFNB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EFTUD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EGLN3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EGR3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EHD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EHD2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EID2B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF1AD	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF2B1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF2B3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF2B4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF3A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF3C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF3D	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF4G2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF5A2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EIF6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELAVL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELF2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELMO2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELOF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELOVL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ELOVL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EMILIN1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EML2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EMP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ENKUR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ENO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ENO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EPB41L4B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EPC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EPM2A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EPM2AIP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EPS15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERAP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERBB3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERCC6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERCC8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERI3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERMAP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERMP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERO1L	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ERRFI1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESAM	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESCO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESD	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESR2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ESYT2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
ETFA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXD3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXOC5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXOSC10	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXOSC3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXOSC4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXOSC5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXTL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EXTL2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EYA3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EZH1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
EZH2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
F11R	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FA2H	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FADS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FADS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FADS3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAF1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM100A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM108B1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM109A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM109B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM109B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM109B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM109B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM114A2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM116A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM129C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM133B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM134C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM158A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM161A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM161B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM173B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM175A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM194A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM24B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM3C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM46A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM49B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM76B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM82A2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM82B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM83G	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM84B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM96A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM96B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FAM98A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FANCA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FANCC	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FANCF	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FANCG	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FASN	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FASTKD3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBL	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXL20	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXL5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXL6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXL8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXO17	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXO21	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXO30	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXO31	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXO42	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXW2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FBXW4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FCGR1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FCHSD2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FDXR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FEM1C	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FGD6	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FGFBP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FH	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FHOD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FIBP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FIGNL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FIS1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FIZ1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FKBP1A	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FKBP3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FLII	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FMNL3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FN3K	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FNBP4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FNIP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FOSL1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FOXJ3	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FOXL2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FOXRED2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FRAT2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FTSJ2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FUBP1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FUCA1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FUCA2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FYCO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FZD4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
FZD8	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
G3BP2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GAB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GAB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GABPB1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GAK	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GALE	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GALNS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GATAD2B	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GBA	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GBAP	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GBE1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GBX2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCGR	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCH1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCLM	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCN1L1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GCSH	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GDF15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GDF15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GDF15	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GDF9	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GEMIN4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GEMIN5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GFOD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GFPT1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GGA2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GGCT	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GGH	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GINS2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GIPC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GIYD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GJC1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GK5	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLO1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLOD4	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLRX2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLT8D1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLTPD2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLUD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLUD1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GLYR1	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GMDS	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GMEB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GMEB2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GMPPB	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GNA12	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GNA13	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
GNAI2	E2F6	NA	Human	Blood	K562	ChIP-seq	2	NA	NA
